nivel;texto;tipo;nif;categoria;confirmado;origem
1;"Consultoria em Gestão e Expansão de Negócios";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Consultoria em Marketing e pesquisas de Mercado";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Consultoria em operação marítima";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Consultoria em Subsea";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Consultoria especializada em análise geológica";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Consultoria Financeira Em Matéria De Contratação";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Consultoria Jurídica";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Serviços de Avaliação e Consultoria";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Inspecção e Testes";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Certificação de Qualidade";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Controlo de Qualidade";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Auditoria de Segurança";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Consultoria Operacional";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Optimização de Processos";SUBCATEGORIA;;Consultoria, Assessoria e Auditoria;NÃO;expansion_logic
1;"Administração e Gestão de Projectos";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Assistência Jurídica De Serviços Especializados";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Base de dados jurídica";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Consultoria De Conformidade E Compliance";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Consultoria em Contabilidade";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Consultoria em Design (Industrial, Web Design.)";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Consultoria em Gestão e Expansão de Negócios";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Consultoria em Marketing e pesquisas de Mercado";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Consultoria em operação marítima";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Consultoria em Subsea";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Consultoria especializada em análise geológica";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Consultoria Financeira Em Matéria De Contratação";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Consultoria Jurídica";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Serviços de Avaliação e Consultoria";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Inspecção e Testes";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Certificação de Qualidade";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Controlo de Qualidade";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Auditoria de Segurança";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Consultoria Operacional";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Optimização de Processos";SUBCATEGORIA;;Serviço de Inspecção, Testes e Certificação;NÃO;expansion_logic
1;"Administração e Gestão de Projectos";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Assistência Jurídica De Serviços Especializados";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Base de dados jurídica";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Consultoria De Conformidade E Compliance";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Consultoria em Contabilidade";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Consultoria em Design (Industrial, Web Design.)";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Consultoria em Gestão e Expansão de Negócios";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Consultoria em Marketing e pesquisas de Mercado";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Consultoria em operação marítima";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Consultoria em Subsea";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Consultoria especializada em análise geológica";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Consultoria Financeira Em Matéria De Contratação";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Consultoria Jurídica";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Serviços de Avaliação e Consultoria";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Inspecção e Testes";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Certificação de Qualidade";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Controlo de Qualidade";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Auditoria de Segurança";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Consultoria Operacional";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Optimização de Processos";SUBCATEGORIA;;Serviço de Suporte as Operações;NÃO;expansion_logic
1;"Administração e Gestão de Projectos";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Assistência Jurídica De Serviços Especializados";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Base de dados jurídica";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Consultoria De Conformidade E Compliance";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Consultoria em Contabilidade";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Consultoria em Design (Industrial, Web Design.)";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Consultoria em Gestão e Expansão de Negócios";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Consultoria em Marketing e pesquisas de Mercado";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Consultoria em operação marítima";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Consultoria em Subsea";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Consultoria especializada em análise geológica";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Consultoria Financeira Em Matéria De Contratação";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Consultoria Jurídica";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Serviços de Avaliação e Consultoria";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Inspecção e Testes";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Certificação de Qualidade";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Controlo de Qualidade";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Auditoria de Segurança";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Consultoria Operacional";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Optimização de Processos";SUBCATEGORIA;;Serviços  de Assistência Jurídica;NÃO;expansion_logic
1;"Administração e Gestão de Projectos";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Assistência Jurídica De Serviços Especializados";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Base de dados jurídica";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Consultoria De Conformidade E Compliance";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Consultoria em Contabilidade";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Consultoria em Design (Industrial, Web Design.)";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Consultoria em Gestão e Expansão de Negócios";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Consultoria em Marketing e pesquisas de Mercado";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Consultoria em operação marítima";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Consultoria em Subsea";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Consultoria especializada em análise geológica";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Consultoria Financeira Em Matéria De Contratação";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Consultoria Jurídica";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Serviços de Avaliação e Consultoria";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Inspecção e Testes";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Certificação de Qualidade";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Controlo de Qualidade";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Auditoria de Segurança";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Consultoria Operacional";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Optimização de Processos";SUBCATEGORIA;;Serviços de Apoio;NÃO;expansion_logic
1;"Administração e Gestão de Projectos";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Assistência Jurídica De Serviços Especializados";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Base de dados jurídica";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Consultoria De Conformidade E Compliance";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Consultoria em Contabilidade";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Consultoria em Design (Industrial, Web Design.)";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Consultoria em Gestão e Expansão de Negócios";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Consultoria em Marketing e pesquisas de Mercado";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Consultoria em operação marítima";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Consultoria em Subsea";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Consultoria especializada em análise geológica";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Consultoria Financeira Em Matéria De Contratação";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Consultoria Jurídica";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Serviços de Avaliação e Consultoria";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Inspecção e Testes";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Certificação de Qualidade";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Controlo de Qualidade";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Auditoria de Segurança";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Consultoria Operacional";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Optimização de Processos";SUBCATEGORIA;;Serviços de Engenharia e gestão de Projectos (Pré-Feed, FEED e Engenharia de Detalhe);NÃO;expansion_logic
1;"Administração e Gestão de Projectos";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Assistência Jurídica De Serviços Especializados";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Base de dados jurídica";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Consultoria De Conformidade E Compliance";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Consultoria em Contabilidade";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Consultoria em Design (Industrial, Web Design.)";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Consultoria em Gestão e Expansão de Negócios";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Consultoria em Marketing e pesquisas de Mercado";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Consultoria em operação marítima";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Consultoria em Subsea";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Consultoria especializada em análise geológica";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Consultoria Financeira Em Matéria De Contratação";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Consultoria Jurídica";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Serviços de Avaliação e Consultoria";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Inspecção e Testes";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Certificação de Qualidade";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Controlo de Qualidade";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Auditoria de Segurança";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Consultoria Operacional";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Optimização de Processos";SUBCATEGORIA;;Serviços de Fabricação;NÃO;expansion_logic
1;"Administração e Gestão de Projectos";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Assistência Jurídica De Serviços Especializados";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Base de dados jurídica";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Consultoria De Conformidade E Compliance";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Consultoria em Contabilidade";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Consultoria em Design (Industrial, Web Design.)";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Consultoria em Gestão e Expansão de Negócios";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Consultoria em Marketing e pesquisas de Mercado";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Consultoria em operação marítima";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Consultoria em Subsea";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Consultoria especializada em análise geológica";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Consultoria Financeira Em Matéria De Contratação";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Consultoria Jurídica";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Serviços de Avaliação e Consultoria";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Inspecção e Testes";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Certificação de Qualidade";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Controlo de Qualidade";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Auditoria de Segurança";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Consultoria Operacional";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Optimização de Processos";SUBCATEGORIA;;Serviços de Finanças e Seguros;NÃO;expansion_logic
1;"Administração e Gestão de Projectos";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Assistência Jurídica De Serviços Especializados";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Base de dados jurídica";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Consultoria De Conformidade E Compliance";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Consultoria em Contabilidade";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Consultoria em Design (Industrial, Web Design.)";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Consultoria em Gestão e Expansão de Negócios";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Consultoria em Marketing e pesquisas de Mercado";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Consultoria em operação marítima";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Consultoria em Subsea";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Consultoria especializada em análise geológica";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Consultoria Financeira Em Matéria De Contratação";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Consultoria Jurídica";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Serviços de Avaliação e Consultoria";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Inspecção e Testes";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Certificação de Qualidade";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Controlo de Qualidade";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Auditoria de Segurança";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Consultoria Operacional";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Optimização de Processos";SUBCATEGORIA;;Serviços de Formação e Capacitação Profissional;NÃO;expansion_logic
1;"Administração e Gestão de Projectos";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Assistência Jurídica De Serviços Especializados";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Base de dados jurídica";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Consultoria De Conformidade E Compliance";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Consultoria em Contabilidade";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Consultoria em Design (Industrial, Web Design.)";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Consultoria em Gestão e Expansão de Negócios";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Consultoria em Marketing e pesquisas de Mercado";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Consultoria em operação marítima";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Consultoria em Subsea";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Consultoria especializada em análise geológica";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Consultoria Financeira Em Matéria De Contratação";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Consultoria Jurídica";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Serviços de Avaliação e Consultoria";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Inspecção e Testes";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Certificação de Qualidade";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Controlo de Qualidade";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Auditoria de Segurança";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Consultoria Operacional";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Optimização de Processos";SUBCATEGORIA;;Serviços de Fornecimento de Pessoal;NÃO;expansion_logic
1;"Administração e Gestão de Projectos";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Assistência Jurídica De Serviços Especializados";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Base de dados jurídica";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Consultoria De Conformidade E Compliance";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Consultoria em Contabilidade";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Consultoria em Design (Industrial, Web Design.)";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Consultoria em Gestão e Expansão de Negócios";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Consultoria em Marketing e pesquisas de Mercado";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Consultoria em operação marítima";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Consultoria em Subsea";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Consultoria especializada em análise geológica";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Consultoria Financeira Em Matéria De Contratação";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Consultoria Jurídica";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Serviços de Avaliação e Consultoria";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Inspecção e Testes";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Certificação de Qualidade";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Controlo de Qualidade";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Auditoria de Segurança";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
1;"Consultoria Operacional";SUBCATEGORIA;;Serviços de Geociências;NÃO;expansion_logic
